Unnamed: 0,Order_Date,Season,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Days,Payment_Method,Month,Year,revenue_per_unit,profit_per_unit,scost_per_revenue,net_revenue
99,2024-04-06,Spring,Saudi Arabia,Beauty & Health,Skincare,Sunscreen SPF50,27.96,4,0.15,95.06,81.56,13.5,14.2,21.15,14,Apple Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,23.765,3.375,0.22249105827898166,4.494562647754138
100,2023-09-06,Fall,India,Electronics,Smartphones,iPhone 14,530.33,1,0.0,530.33,325.96,204.37,38.54,61.88,13,Bank Transfer,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,530.33,204.37,0.11668206588350649,8.570297349709115
101,2022-05-07,Spring,Mexico,Beauty & Health,Skincare,Vitamin C Serum,76.94,6,0.25,346.23,290.38,55.85,16.13,41.56,7,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,57.705000000000005,9.308333333333334,0.12003581434306675,8.33084696823869
102,2023-08-10,Summer,UAE,Books & Media,Software,Microsoft Office 365,172.81,1,0.0,172.81,104.9,67.91,39.3,10.86,14,Debit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,172.81,67.91,0.06284358544065737,15.912523020257828
103,2022-01-25,Winter,Saudi Arabia,Home & Kitchen,Appliances,Blender Pro,95.1,3,0.5,142.65,182.16,-39.51,-27.7,10.28,12,Bank Transfer,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,47.550000000000004,-13.17,0.07206449351559761,13.876459143968873
104,2021-03-28,Spring,UK,Clothing,Men's Wear,Classic T-Shirt,90.18,1,0.25,67.64,41.58,26.06,38.53,46.57,10,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002021,67.64,26.06,0.6884979302188055,1.4524371913248872
105,2023-06-24,Summer,Egypt,Electronics,Laptops,HP Spectre x360,1278.25,3,0.0,3834.75,2721.67,1113.08,29.03,16.99,13,Debit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,1278.25,371.02666666666664,0.0044305365408436005,225.70629782224842
106,2023-09-14,Fall,Mexico,Beauty & Health,Supplements,Omega-3 Fish Oil,75.08,1,0.3,52.56,39.79,12.77,24.3,2.63,5,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,52.56,12.77,0.050038051750380515,19.984790874524716
107,2023-10-28,Fall,Italy,Home & Kitchen,Kitchen Tools,Cutting Board Set,56.38,1,0.4,33.83,37.51,-3.68,-10.88,72.36,10,Bank Transfer,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,33.83,-3.68,2.1389299438368314,0.4675234936428966
108,2022-11-28,Fall,USA,Electronics,Tablets,Lenovo Tab P12,637.43,3,0.5,956.14,952.31,3.83,0.4,2.28,4,Apple Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002022,318.7133333333333,1.2766666666666666,0.0023845880310414793,419.35964912280707
109,2023-09-12,Fall,Mexico,Electronics,Laptops,Lenovo ThinkPad X1,2402.76,5,0.15,10211.73,7006.23,3205.5,31.39,35.88,9,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,2042.346,641.1,0.003513606411450362,284.60785953177253
110,2023-09-18,Fall,Jordan,Clothing,Women's Wear,Yoga Pants,69.08,2,0.3,96.71,67.05,29.66,30.67,49.89,11,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,48.355,14.83,0.5158721952228312,1.9384646221687711
111,2022-01-09,Winter,Egypt,Electronics,Tablets,Samsung Galaxy Tab S9,1003.75,2,0.25,1505.62,1503.98,1.64,0.11,13.25,11,Cash on Delivery,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,752.81,0.82,0.00880036131294749,113.63169811320753
112,2022-09-22,Fall,India,Books & Media,Books,Atomic Habits,39.55,1,0.0,39.55,20.61,18.94,47.89,77.7,21,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,39.55,18.94,1.9646017699115046,0.5090090090090089
113,2024-08-21,Summer,USA,Home & Kitchen,Furniture,TV Stand,353.36,2,0.2,565.38,492.59,72.79,12.87,82.12,10,Cash on Delivery,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002024,282.69,36.395,0.1452474441968234,6.884802727715538
114,2024-04-12,Spring,France,Books & Media,Books,The Psychology of Money,22.98,3,0.0,68.94,48.22,20.72,30.06,24.86,8,Debit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,22.98,6.906666666666666,0.36060342326660866,2.773129525341915
115,2024-01-03,Winter,Spain,Books & Media,Software,Microsoft Office 365,163.76,2,0.4,196.51,199.8,-3.29,-1.67,25.14,14,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,98.255,-1.645,0.127932420741947,7.816626889419251
116,2023-07-17,Summer,Singapore,Electronics,Smartphones,Google Pixel 7,538.19,2,0.05,1022.56,732.03,290.53,28.41,12.47,19,PayPal,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,511.28,145.265,0.01219488342982319,82.00160384923817
117,2022-06-24,Summer,South Korea,Beauty & Health,Supplements,Multivitamin Pack,19.74,3,0.0,59.22,29.46,29.76,50.25,3.63,14,Apple Pay,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,19.74,9.92,0.061296859169199594,16.31404958677686
118,2022-10-10,Fall,Jordan,Home & Kitchen,Kitchen Tools,Storage Container Set,29.33,1,0.05,27.86,17.3,10.56,37.9,24.23,7,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,27.86,10.56,0.869705671213209,1.1498142798184068
119,2023-09-09,Fall,Singapore,Clothing,Women's Wear,Yoga Pants,113.19,1,0.05,107.53,76.85,30.68,28.53,5.99,19,Apple Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,107.53,30.68,0.05570538454384823,17.95158597662771
120,2024-06-18,Summer,Singapore,Beauty & Health,Skincare,Moisturizing Cream,56.67,7,0.0,396.69,184.53,212.16,53.48,4.29,10,PayPal,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,56.67,30.30857142857143,0.01081448990395523,92.46853146853147
121,2024-05-11,Spring,France,Home & Kitchen,Furniture,Bedside Table,103.53,2,0.0,207.06,128.6,78.46,37.89,53.68,13,Bank Transfer,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,103.53,39.23,0.2592485269970057,3.857302533532042
122,2021-06-01,Summer,Saudi Arabia,Electronics,Laptops,MacBook Air M2,1348.42,6,0.15,6876.94,4994.68,1882.26,27.37,38.07,13,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002021,1146.1566666666665,313.71,0.005535892417266983,180.63934856842658
123,2023-03-11,Spring,France,Home & Kitchen,Furniture,Study Desk,317.63,8,0.4,1524.62,1824.31,-299.69,-19.66,58.13,14,Debit Card,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,190.5775,-37.46125,0.03812753341816322,26.227765353517974
124,2024-07-31,Summer,Canada,Books & Media,Software,Photo Editing Suite,88.95,5,0.0,444.75,249.29,195.46,43.95,89.84,3,Bank Transfer,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,88.95,39.092,0.20200112422709388,4.95046749777382
125,2022-10-25,Fall,China,Books & Media,Books,Atomic Habits,27.51,2,0.0,55.02,33.41,21.61,39.28,20.95,13,Debit Card,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,27.51,10.805,0.3807706288622319,2.6262529832935564
126,2024-02-26,Winter,Mexico,Clothing,Women's Wear,High-Waist Jeans,72.17,1,0.4,43.3,52.41,-9.11,-21.04,35.56,8,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,43.3,-9.11,0.8212471131639724,1.2176602924634419
127,2022-05-18,Spring,Kuwait,Clothing,Women's Wear,Yoga Pants,63.19,2,0.15,107.42,82.5,24.92,23.2,3.54,10,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,53.71,12.46,0.03295475702848632,30.34463276836158
128,2024-06-11,Summer,Egypt,Clothing,Footwear,Vans Old Skool,97.56,3,0.15,248.78,180.92,67.86,27.28,13.6,15,Cash on Delivery,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,82.92666666666666,22.62,0.054666773856419326,18.29264705882353
129,2023-07-12,Summer,Japan,Home & Kitchen,Appliances,Blender Pro,287.93,1,0.0,287.93,159.49,128.44,44.61,3.71,18,Credit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,287.93,128.44,0.012885076233806827,77.60916442048517
130,2023-08-16,Summer,UK,Books & Media,Books,The Psychology of Money,11.52,10,0.3,80.64,59.64,21.0,26.04,11.2,12,Google Pay,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,8.064,2.1,0.13888888888888887,7.2
131,2022-04-03,Spring,USA,Beauty & Health,Supplements,Multivitamin Pack,57.29,2,0.1,103.12,62.6,40.52,39.29,36.05,3,Credit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002022,51.56,20.26,0.3495927075252133,2.860471567267684
132,2024-03-25,Spring,Canada,Beauty & Health,Skincare,Sunscreen SPF50,80.14,3,0.0,240.42,129.71,110.71,46.05,72.72,10,PayPal,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,80.14,36.90333333333333,0.30247067631644625,3.306105610561056
133,2023-10-17,Fall,Egypt,Home & Kitchen,Appliances,Microwave Oven,205.04,3,0.0,615.12,279.4,335.72,54.58,25.26,17,Debit Card,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,205.04,111.90666666666668,0.04106515801794772,24.351543942992873
134,2023-01-03,Winter,UK,Beauty & Health,Skincare,Moisturizing Cream,88.53,1,0.25,66.4,48.43,17.97,27.06,69.18,12,Debit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,66.4,17.97,1.041867469879518,0.9598149754264238
135,2024-01-16,Winter,Canada,Books & Media,Books,Deep Work,29.61,4,0.05,112.52,55.51,57.01,50.67,57.99,7,Debit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,28.13,14.2525,0.5153750444365447,1.9403345404380063
136,2024-03-14,Spring,Jordan,Clothing,Men's Wear,Slim Fit Jeans,65.21,6,0.25,293.44,263.83,29.61,10.09,8.06,17,Bank Transfer,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,48.906666666666666,4.935,0.027467284623773177,36.406947890818856
137,2023-05-24,Spring,USA,Electronics,Tablets,Huawei MatePad 11,818.58,2,0.0,1637.16,1187.22,449.94,27.48,37.18,5,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,818.58,224.97,0.022710058882454982,44.0333512641205
138,2024-01-06,Winter,Canada,Clothing,Footwear,Converse Chuck Taylor,123.32,3,0.3,258.97,215.93,43.04,16.62,35.4,10,Apple Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,86.32333333333334,14.346666666666666,0.13669537012009111,7.315536723163843
139,2023-10-21,Fall,USA,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,68.45,4,0.0,273.8,184.47,89.33,32.63,4.76,4,Apple Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,68.45,22.3325,0.017384952520087652,57.52100840336135
140,2024-04-09,Spring,Japan,Home & Kitchen,Furniture,Bookshelf 5-Tier,479.87,1,0.5,239.94,356.78,-116.84,-48.7,5.59,22,PayPal,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,239.94,-116.84,0.023297491039426525,42.92307692307693
141,2023-01-19,Winter,UK,Home & Kitchen,Appliances,Coffee Maker,298.07,1,0.2,238.46,181.42,57.04,23.92,19.68,12,Apple Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,238.46,57.04,0.08252956470686908,12.116869918699187
142,2023-07-18,Summer,USA,Clothing,Women's Wear,Blouse Top,38.48,1,0.05,36.56,28.14,8.42,23.03,6.92,3,Credit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,36.56,8.42,0.18927789934354483,5.283236994219654
143,2023-04-14,Spring,Canada,Electronics,Tablets,Huawei MatePad 11,788.42,2,0.0,1576.84,825.35,751.49,47.66,3.87,6,Google Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,788.42,375.745,0.0024542756398873698,407.4521963824289
144,2022-10-16,Fall,Saudi Arabia,Clothing,Footwear,Converse Chuck Taylor,97.84,2,0.4,117.41,133.41,-16.0,-13.63,93.81,17,Debit Card,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,58.705,-8.0,0.7989949748743719,1.251572327044025
145,2021-08-02,Summer,Singapore,Electronics,Laptops,Lenovo ThinkPad X1,1656.12,1,0.0,1656.12,1228.32,427.8,25.83,84.82,23,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002021,1656.12,427.8,0.05121609545202038,19.52511200188635
146,2024-01-29,Winter,Mexico,Beauty & Health,Skincare,Moisturizing Cream,34.06,2,0.0,68.12,47.12,21.0,30.83,9.74,5,PayPal,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,34.06,10.5,0.14298297122724604,6.993839835728953
147,2022-03-12,Spring,Singapore,Electronics,Tablets,Lenovo Tab P12,237.84,2,0.05,451.9,221.41,230.49,51.0,18.1,16,PayPal,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,225.95,115.245,0.04005310909493251,24.966850828729278
148,2023-12-13,Winter,China,Home & Kitchen,Appliances,Coffee Maker,283.03,1,0.0,283.03,190.78,92.25,32.59,31.9,17,Apple Pay,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002023,283.03,92.25,0.11270890011659541,8.872413793103448
149,2023-08-23,Summer,India,Books & Media,Software,Antivirus Pro,80.16,1,0.3,56.11,57.3,-1.19,-2.12,8.09,20,Apple Pay,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,56.11,-1.19,0.1441810728925325,6.935723114956737
150,2021-10-05,Fall,Japan,Books & Media,Books,The Psychology of Money,10.49,2,0.3,14.69,15.32,-0.63,-4.29,25.89,17,Google Pay,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002021,7.345,-0.315,1.762423417290674,0.567400540749324
151,2023-06-18,Summer,China,Home & Kitchen,Furniture,TV Stand,582.58,3,0.5,873.87,1174.27,-300.4,-34.38,58.46,25,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,291.29,-100.13333333333333,0.0668978223305526,14.948169688676018
152,2023-11-08,Fall,UK,Electronics,Smartphones,OnePlus 11,423.74,8,0.5,1694.96,1760.83,-65.87,-3.89,35.17,10,Credit Card,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002023,211.87,-8.23375,0.02074975220654175,48.1933466022178
153,2023-05-28,Spring,UAE,Books & Media,Software,Adobe Creative Cloud,23.85,1,0.1,21.47,14.57,6.9,32.14,8.45,9,PayPal,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,21.47,6.9,0.3935724266418258,2.540828402366864
154,2024-01-04,Winter,India,Clothing,Footwear,Converse Chuck Taylor,87.86,1,0.15,74.68,46.58,28.1,37.63,97.96,24,Debit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,74.68,28.1,1.3117300482056773,0.7623519804001635
155,2023-03-21,Spring,Mexico,Electronics,Smartphones,iPhone 14,664.75,1,0.2,531.8,409.36,122.44,23.02,15.54,4,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,531.8,122.44,0.029221511846558856,34.22136422136422
156,2021-07-14,Summer,USA,Books & Media,Books,The Psychology of Money,16.34,8,0.4,78.43,77.47,0.96,1.22,94.97,3,PayPal,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002021,9.80375,0.12,1.2108886905520846,0.8258397388649048
157,2024-02-11,Winter,Spain,Clothing,Footwear,Vans Old Skool,189.33,3,0.1,511.19,283.28,227.91,44.58,7.42,13,Cash on Delivery,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,170.39666666666668,75.97,0.014515150922357636,68.89353099730458
158,2023-02-21,Winter,Kuwait,Books & Media,Software,Adobe Creative Cloud,42.47,1,0.05,40.35,29.8,10.55,26.15,9.75,12,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,40.35,10.55,0.241635687732342,4.138461538461539
159,2022-04-29,Spring,India,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,73.3,1,0.5,36.65,45.87,-9.22,-25.16,89.9,12,Apple Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002022,36.65,-9.22,2.4529331514324695,0.4076751946607341
160,2023-06-25,Summer,Jordan,Clothing,Footwear,Vans Old Skool,97.5,3,0.0,292.5,139.66,152.84,52.25,88.07,8,Apple Pay,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,97.5,50.946666666666665,0.30109401709401706,3.3212217554218237
161,2023-09-20,Fall,Jordan,Books & Media,Software,Adobe Creative Cloud,26.04,1,0.15,22.13,16.05,6.08,27.47,9.38,13,PayPal,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,22.13,6.08,0.4238590149118844,2.359275053304904
162,2024-07-14,Summer,China,Books & Media,Books,Rich Dad Poor Dad,15.09,3,0.1,40.74,24.46,16.28,39.96,7.51,18,Cash on Delivery,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,13.58,5.426666666666667,0.1843397152675503,5.424766977363515
163,2023-06-29,Summer,Italy,Home & Kitchen,Furniture,Bookshelf 5-Tier,454.87,3,0.25,1023.46,857.17,166.29,16.25,7.03,5,Apple Pay,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,341.15333333333336,55.43,0.006868856623610107,145.58463726884779
164,2023-03-03,Spring,France,Beauty & Health,Supplements,Multivitamin Pack,68.01,1,0.5,34.01,50.48,-16.47,-48.43,80.16,8,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,34.01,-16.47,2.3569538371067336,0.42427644710578843
165,2022-12-30,Winter,Jordan,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,145.65,4,0.05,553.47,319.13,234.34,42.34,55.69,16,Credit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,138.3675,58.585,0.10061972645310495,9.938409050098763
166,2021-05-27,Spring,South Korea,Clothing,Women's Wear,Blouse Top,127.73,1,0.0,127.73,88.86,38.87,30.43,39.0,17,Cash on Delivery,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002021,127.73,38.87,0.3053315587567525,3.275128205128205
167,2021-09-19,Fall,Singapore,Electronics,Tablets,Huawei MatePad 11,605.27,1,0.2,484.22,369.4,114.82,23.71,16.86,21,Cash on Delivery,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002021,484.22,114.82,0.03481888397835694,28.72004744958482
168,2024-03-01,Spring,Japan,Home & Kitchen,Appliances,Rice Cooker,41.96,3,0.5,62.94,82.23,-19.29,-30.65,2.85,13,Bank Transfer,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,20.98,-6.43,0.04528122020972355,22.08421052631579
169,2023-04-22,Spring,France,Books & Media,Books,Rich Dad Poor Dad,21.22,1,0.25,15.91,14.47,1.44,9.05,12.24,9,Cash on Delivery,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,15.91,1.44,0.7693274670018856,1.2998366013071896
170,2023-05-07,Spring,Jordan,Home & Kitchen,Furniture,Bedside Table,316.77,2,0.05,601.86,384.14,217.72,36.17,11.57,18,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,300.93,108.86,0.0192237397401389,52.019014693172
171,2022-05-24,Spring,Spain,Electronics,Smartphones,Xiaomi 13,883.17,2,0.5,883.17,1218.8,-335.63,-38.0,36.56,10,PayPal,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,441.585,-167.815,0.04139633366169594,24.156728665207876
172,2023-02-11,Winter,Singapore,Clothing,Men's Wear,Hoodie Sweatshirt,56.54,3,0.4,101.77,121.27,-19.5,-19.16,5.11,16,Google Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,33.92333333333333,-6.5,0.05021126068586028,19.915851272015654
173,2023-09-01,Fall,Singapore,Books & Media,Books,Deep Work,19.78,1,0.25,14.84,9.58,5.26,35.44,79.85,22,Debit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,14.84,5.26,5.380727762803234,0.18584846587351284
174,2023-01-18,Winter,France,Books & Media,Books,Deep Work,37.56,3,0.4,67.61,53.57,14.04,20.77,8.58,6,Google Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,22.536666666666665,4.68,0.12690430409702708,7.879953379953379
175,2023-05-17,Spring,Spain,Beauty & Health,Skincare,Hyaluronic Acid,40.7,5,0.0,203.5,121.29,82.21,40.4,34.69,7,Google Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,40.7,16.442,0.17046683046683045,5.866243874315365
176,2023-09-19,Fall,South Korea,Home & Kitchen,Appliances,Microwave Oven,66.86,1,0.2,53.49,49.42,4.07,7.61,5.33,24,Google Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,53.49,4.07,0.09964479341933072,10.03564727954972
177,2021-11-21,Fall,Singapore,Clothing,Women's Wear,Summer Dress,54.28,3,0.3,113.99,87.38,26.61,23.34,6.4,13,Cash on Delivery,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002021,37.99666666666666,8.87,0.05614527590139486,17.810937499999998
178,2021-07-18,Summer,India,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,117.6,2,0.25,176.4,144.39,32.01,18.15,28.93,11,Cash on Delivery,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002021,88.2,16.005,0.16400226757369613,6.097476667818873
179,2024-06-18,Summer,China,Beauty & Health,Skincare,Moisturizing Cream,26.79,2,0.4,32.15,35.19,-3.04,-9.46,43.55,16,Debit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,16.075,-1.52,1.3545878693623639,0.7382319173363949
180,2023-02-01,Winter,Kuwait,Home & Kitchen,Kitchen Tools,Storage Container Set,37.73,3,0.1,101.87,60.76,41.11,40.36,7.03,13,Bank Transfer,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,33.95666666666667,13.703333333333333,0.0690095219397271,14.490753911806543
181,2023-04-07,Spring,Spain,Clothing,Men's Wear,Formal Shirt,101.99,2,0.5,101.99,115.82,-13.83,-13.56,81.39,11,Apple Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,50.995,-6.915,0.7980194136680067,1.253102346725642
182,2024-06-20,Summer,Mexico,Home & Kitchen,Kitchen Tools,Cutting Board Set,76.38,2,0.25,114.57,83.74,30.83,26.91,15.96,10,Cash on Delivery,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,57.285,15.415,0.13930348258706468,7.178571428571428
183,2024-07-26,Summer,Egypt,Beauty & Health,Skincare,Retinol Night Cream,75.99,6,0.25,341.95,241.9,100.05,29.26,36.98,14,Credit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002024,56.99166666666667,16.675,0.1081444655651411,9.246890210924825
184,2022-06-25,Summer,Canada,Beauty & Health,Skincare,Vitamin C Serum,84.35,1,0.0,84.35,49.12,35.23,41.77,49.87,5,Cash on Delivery,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,84.35,35.23,0.5912270302311796,1.6913976338480048
185,2022-01-23,Winter,UK,Electronics,Headphones,Bose QC45,58.85,1,0.5,29.43,42.44,-13.01,-44.21,7.0,8,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,29.43,-13.01,0.23785253143051308,4.204285714285715
186,2022-01-11,Winter,USA,Beauty & Health,Skincare,Moisturizing Cream,57.49,3,0.3,120.73,112.79,7.94,6.58,90.86,9,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,40.24333333333333,2.646666666666667,0.7525884204423092,1.328747523662778
